,compound,neg,neu,pos,today price,y_price (next day),today-1price,today-2price,today-3price,today-4price,today-5price
139,0.2023,0.0,0.906,0.094,54.65,54.24,56.9,55.0,54.88,62.88,64.44
140,0.2023,0.0,0.912,0.088,54.65,54.24,56.9,55.0,54.88,62.88,64.44
141,0.0,0.0,1.0,0.0,55.35,54.05,55.0,54.88,62.88,64.44,65.13
142,0.7269,0.036,0.754,0.209,55.35,54.05,55.0,54.88,62.88,64.44,65.13
143,0.3182,0.0,0.867,0.133,55.35,54.05,55.0,54.88,62.88,64.44,65.13
144,-0.802,0.149,0.851,0.0,55.35,54.05,55.0,54.88,62.88,64.44,65.13
145,-0.5859,0.182,0.743,0.074,55.35,54.05,55.0,54.88,62.88,64.44,65.13
146,-0.5859,0.178,0.749,0.073,55.35,54.05,55.0,54.88,62.88,64.44,65.13
147,-0.5859,0.171,0.759,0.07,55.35,54.05,55.0,54.88,62.88,64.44,65.13
148,-0.0258,0.091,0.823,0.086,55.35,54.05,55.0,54.88,62.88,64.44,65.13
149,-0.5859,0.167,0.764,0.068,55.35,54.05,55.0,54.88,62.88,64.44,65.13
150,0.0,0.0,1.0,0.0,58.67,54.88,64.44,65.13,64.19,66.88,66.12
151,0.0,0.0,1.0,0.0,65.19,62.88,65.13,64.19,66.88,66.12,66.1
152,-0.3818,0.11,0.89,0.0,64.67,65.13,66.88,66.12,66.1,65.63,65.65
153,-0.3818,0.11,0.89,0.0,64.67,65.13,66.88,66.12,66.1,65.63,65.65
154,-0.3818,0.104,0.896,0.0,64.67,65.13,66.88,66.12,66.1,65.63,65.65
155,-0.296,0.216,0.784,0.0,64.67,65.13,66.88,66.12,66.1,65.63,65.65
156,-0.7184,0.233,0.767,0.0,64.67,65.13,66.88,66.12,66.1,65.63,65.65
157,-0.4588,0.088,0.881,0.031,64.67,65.13,66.88,66.12,66.1,65.63,65.65
158,0.296,0.0,0.855,0.145,66.25,66.88,66.1,65.63,65.65,65.53,65.55
159,0.2263,0.067,0.824,0.108,65.5,66.04,67.25,66.86,66.76,67.16,66.91
160,0.7351,0.0,0.721,0.279,66.86,67.1,66.67,66.3,66.77,65.93,66.88
161,0.0,0.0,1.0,0.0,66.68,67.31,66.3,66.77,65.93,66.88,66.31
162,0.0,0.0,1.0,0.0,66.71,66.3,65.93,66.88,66.31,67.88,68.27
163,0.0,0.0,1.0,0.0,66.71,66.3,65.93,66.88,66.31,67.88,68.27
164,0.4215,0.0,0.877,0.123,66.26,66.77,66.88,66.31,67.88,68.27,68.46
165,0.4767,0.05,0.824,0.125,70.52,68.4,68.2,67.71,68.06,67.93,67.34
166,0.2732,0.0,0.94,0.06,70.52,68.4,68.2,67.71,68.06,67.93,67.34
167,0.296,0.0,0.855,0.145,70.52,68.4,68.2,67.71,68.06,67.93,67.34
168,0.34,0.0,0.769,0.231,70.52,68.4,68.2,67.71,68.06,67.93,67.34
169,0.7096,0.0,0.807,0.193,70.52,68.4,68.2,67.71,68.06,67.93,67.34
170,0.3612,0.0,0.886,0.114,68.4,68.06,67.34,65.79,66.1,65.19,65.7
171,0.3612,0.0,0.892,0.108,68.4,68.06,67.34,65.79,66.1,65.19,65.7
172,0.0,0.0,1.0,0.0,65.48,67.34,66.1,65.19,65.7,65.7,66.06
173,0.4939,0.0,0.758,0.242,66.18,66.1,65.7,65.7,66.06,66.09,67.25
174,0.4215,0.0,0.797,0.203,65.53,65.19,65.7,66.06,66.09,67.25,68.19
175,0.0,0.0,1.0,0.0,67.0,66.09,68.19,67.54,66.84,66.68,67.11
176,-0.25,0.058,0.912,0.03,68.08,67.11,67.45,63.45,63.31,62.31,62.75
177,-0.25,0.055,0.916,0.029,68.08,67.11,67.45,63.45,63.31,62.31,62.75
